,fid,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
2090,2091,Pinjar,2906,56,6,"Pooro's home, Chatto village in Pinjar",574.0,Young Refugee Girl,Unknown,56.0,Single,Unknown,,Pakistan,"Pooro's home, Chatto village",Hindu,Speculation,CREATED,Chatto Village: Pooro's Home,Pakistan,Mandi Bahauddin,Pakistan,338,3112,35,36,Young Refugee Girl Unknown,56.06,Pakistan,Pakistan,Chatto Village: Pooro's Home,Chatto Village: Refugee Camp,False,False
2091,2092,Pinjar,2914,57,3,Refugee Encampment outside Chatto in Pinjar,2434.0,Sahukar,Pooro's Mother,2.0,Single,Hindu,Other-identified,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukar Pooro's Mother,57.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2092,2093,Pinjar,2914,57,3,Refugee Encampment outside Chatto in Pinjar,2440.0,Sahukar,Pooro's Father,2.0,Single,Hindu,Other-identified,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukar Pooro's Father,57.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2093,2094,Pinjar,2914,57,3,Refugee Encampment outside Chatto in Pinjar,258.0,Sahukars,Unknown 2,2.0,Single,Hindu,Nominal,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Unknown 2,57.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Chatto Village: Refugee Camp,False,False
2094,2095,Pinjar,2914,57,3,Refugee Encampment outside Chatto in Pinjar,261.0,Sahukars,Unknown 3,2.0,Group.Female-dominant,Hindu,Nominal,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Unknown 3,57.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Chatto Village: Refugee Camp,False,False
2095,2096,Pinjar,2914,57,3,Refugee Encampment outside Chatto in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Lajo,57.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2096,2097,Pinjar,2915,58,1,Refugee Encampment outside Chatto in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Lajo,58.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2097,2098,Pinjar,2915,58,1,Refugee Encampment outside Chatto in Pinjar,584.0,Chand,Ram's Mother,58.0,Single,Hindu,Other-identified.Character other-attributed,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Chand Ram's Mother,58.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Chatto Village: Refugee Camp,False,False
2098,2099,Pinjar,2960,79,5,Lahore in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Shaikh Rashida,79.05,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2099,2100,Pinjar,2966,80,4,Lahore in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Lajo,80.04,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
2100,2101,Pinjar,2968,79,7,Lahore in Pinjar,2963.0,Sahukars,Pooro's brother,2.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro's brother,79.07,Pakistan,Pakistan,Lahore,Lahore,False,False
2101,2102,Sunlight on a Broken Column,2988,289,1,Ashiana in Sunlight on a Broken Column,913.0,Hasan,Saleem,87.0,Single,Muslim,Nominal,,Ashiana,,,CREATED,Lucknow University,India,Lucknow,India,1915,22,21,5819,Hasan Saleem,289.01,UK,India,England,Lucknow University,True,True
2102,2103,Sunlight on a Broken Column,2988,289,1,Ashiana in Sunlight on a Broken Column,433.0,Waheed,Nadira,125.0,Single,Muslim,Nominal,,Ashiana,,,CREATED,Lucknow University,India,Lucknow,India,1915,22,21,5819,Waheed Nadira,289.01,India,India,Lucknow University,Lucknow University,False,False
2103,2104,Pinjar,3093,10,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,10.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2104,2105,Pinjar,3093,10,2,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,10.02,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2105,2106,Pinjar,3094,11,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,11.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2106,2107,Pinjar,3094,11,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,11.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2107,2108,Pinjar,3095,11,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,11.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
2108,2109,Pinjar,3095,11,2,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,11.02,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
2109,2110,Pinjar,3096,11,3,Rashida's home in Pinjar,3097.0,Sauhakar,Unkown (grandfather),11.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sauhakar Unkown (grandfather),11.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
2110,2111,Pinjar,3096,11,3,Rashida's home in Pinjar,3100.0,Shaikh,Unkown,11.0,Group.Male-dominant,Muslim,Other-identified.Character other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Unkown,11.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Sakar Village: Rashid's Home,False,False
2111,2112,The Assignment,3430,13,1,Amritsar in The Assignment,3294.0,Hai,"Mian Abdul Hai, Mian Sahib, the judge",11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,"Hai Mian Abdul Hai, Mian Sahib, the judge",13.01,India,India,Amritsar,Amritsar,False,False
2112,2113,The Assignment,3437,12,4,Amritsar in The Assignment,3318.0,Hussain,Dr. Ghulam Hussain,12.0,Single,Muslim,,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hussain Dr. Ghulam Hussain,12.04,India,India,Amritsar,Amritsar,False,False
2113,2114,The Assignment,3437,12,4,Amritsar in The Assignment,3323.0,Mal,Dr. Goranditta Mai,12.0,Single,Unknown,,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Mal Dr. Goranditta Mai,12.04,India,India,Amritsar,Amritsar,False,False
2114,2115,The Assignment,3441,14,1,Amritsar in The Assignment,3313.0,Singh,Gurmukh,14.0,Single,Sikh,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Singh Gurmukh,14.01,India,India,Amritsar,Amritsar,False,False
2115,2116,The Assignment,3446,15,2,Amritsar in The Assignment,3313.0,Singh,Gurmukh,14.0,Single,Sikh,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Singh Gurmukh,15.02,India,India,Amritsar,Amritsar,False,False
2116,2117,The Assignment,3446,15,2,Amritsar in The Assignment,3294.0,Hai,"Mian Abdul Hai, Mian Sahib, the judge",11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,"Hai Mian Abdul Hai, Mian Sahib, the judge",15.02,India,India,Amritsar,Amritsar,False,False
2117,2118,Savage Harvest,3535,21,3,Nawachak in Savage Harvest,3510.0,Ram Shah's daughter,Preeto,21.0,Single,Unknown,Speculation,,Nawachak,Hindu,Speculation,CREATED,Nawachak,India,Delhi,British India,5887,5888,3152,3108,Ram Shah's daughter Preeto,21.03,India,India,Nawachak,Nawachak,False,False
2118,2119,Savage Harvest,3535,21,3,Nawachak in Savage Harvest,5716.0,Ram Shah,Preeto's father,23.0,Single,Hindu,Speculation,,Nawachak,Hindu,Speculation,CREATED,Nawachak,India,Delhi,British India,5887,5888,3152,3108,Ram Shah Preeto's father,21.03,India,India,Nawachak,Nawachak,False,False
2119,2120,Savage Harvest,3535,21,3,Nawachak in Savage Harvest,3489.0,Ram Shah,Ram Shah's daughter's betrothal party,21.0,Group,Hindu,Speculation,,Nawachak,Hindu,Speculation,CREATED,Nawachak,India,Delhi,British India,5887,5888,3152,3108,Ram Shah Ram Shah's daughter's betrothal party,21.03,India,India,Nawachak,Nawachak,False,False
2120,2121,The Price of Freedom,3566,52,1,Jallianwala Bagh in The Price of Freedom,3427.0,Manto,Sadaat,43.0,Single,Muslim,Definitional,India,Jallianwala Bagh,,,TRUE,Jallianwala Bagh,India,Ludhiana,British India,3462,3449,3156,3157,Manto Sadaat,52.01,India,India,Amritsar,Bombay,False,False
2121,2122,The Price of Freedom,3572,54,1,Bombay in The Price of Freedom,3431.0,Wife of Shahzada Ghulam Ali,Nigar,47.0,Single,Muslim,Other-identified.Character other-attributed,India,Bombay,Hindu,,TRUE,Bombay,India,Ludhiana,British India,3463,3451,3156,3157,Wife of Shahzada Ghulam Ali Nigar,54.01,India,India,Amritsar,Bombay,False,False
2122,2123,The Price of Freedom,3572,54,1,Bombay in The Price of Freedom,3454.0,Child of Ghulam Ali,unknown,54.0,Single,Muslim,Other-identified.Character other-attributed,India,Bombay,Hindu,,TRUE,Bombay,India,Ludhiana,British India,3463,3451,3156,3157,Child of Ghulam Ali unknown,54.01,India,India,Bombay,Bombay,False,False
2123,2124,The Price of Freedom,3572,54,1,Bombay in The Price of Freedom,3452.0,Child of Ghulam Ali,unknown,54.0,Single,Muslim,Other-identified.Character other-attributed,India,Bombay,Hindu,,TRUE,Bombay,India,Ludhiana,British India,3463,3451,3156,3157,Child of Ghulam Ali unknown,54.01,India,India,Bombay,Bombay,False,False
2124,2125,The Price of Freedom,3572,54,1,Bombay in The Price of Freedom,3464.0,Customer,unknown,55.0,Single,Hindu,Speculation,India,Bombay,Hindu,,TRUE,Bombay,India,Ludhiana,British India,3463,3451,3156,3157,Customer unknown,54.01,India,India,Bombay,Bombay,False,False
2125,2126,Gul Mohammad Third-Timer,3635,59,3,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,3591.0,Mohammad,Gul Mohammad,59.0,Single,Muslim,Self-identified,,Pakistan High Commission in Delhi,Unaffiliated,,CREATED,Pakistan High Commission in Delhi,India,Delhi,British India,3615,3621,3152,3108,Mohammad Gul Mohammad,59.03,India,Pakistan,Pakistan High Commission in Delhi,Tarlahi village,False,True
2126,2127,Gul Mohammad Third-Timer,3638,60,1,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3603.0,Narrator,Unknown,59.0,Single,Sikh,Self-identified,,"Government High School, Rawalpindi",Unaffiliated,,TRUE,"Government High School, Rawalpindi",British India,Delhi,British India,3625,6812,3152,3108,Narrator Unknown,60.01,India,India,Pakistan High Commission in Delhi,Pakistan High Commission in Delhi,True,False
2127,2128,Gul Mohammad Third-Timer,3638,60,1,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",5917.0,Unknown,Teachers,60.0,Group,Unknown,,,"Government High School, Rawalpindi",Unaffiliated,,TRUE,"Government High School, Rawalpindi",British India,Delhi,British India,3625,6812,3152,3108,Unknown Teachers,60.01,British India,British India,"Government High School, Rawalpindi","Government High School, Rawalpindi",False,False
2128,2129,Gul Mohammad Third-Timer,3648,62,3,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3600.0,Singh,"Master Suchet Singh,",60.0,Single,Sikh,,,"Government High School, Rawalpindi",Unaffiliated,,TRUE,"Government High School, Rawalpindi",British India,Delhi,British India,3625,6812,3152,3108,"Singh Master Suchet Singh,",62.03,British India,Pakistan,"Government High School, Rawalpindi",Tarlahi village,False,True
2129,2130,Gul Mohammad Third-Timer,3656,62,5,"Government High School, Rawalpindi in Gul Mohammad Third-Timer",3600.0,Singh,"Master Suchet Singh,",60.0,Single,Sikh,,,"Government High School, Rawalpindi",Unaffiliated,,TRUE,"Government High School, Rawalpindi",British India,Delhi,British India,3625,6812,3152,3108,"Singh Master Suchet Singh,",62.05,British India,Pakistan,"Government High School, Rawalpindi",Tarlahi village,False,True
2130,2131,Gul Mohammad Third-Timer,3660,64,2,Narrator's house in Gul Mohammad Third-Timer,3591.0,Mohammad,Gul Mohammad,59.0,Single,Muslim,Self-identified,,Narrator's house,Sikh,Self-identified,CREATED,Tarlahi village,Pakistan,Delhi,British India,3631,4891,3152,3108,Mohammad Gul Mohammad,64.02,India,Pakistan,Pakistan High Commission in Delhi,Tarlahi village,True,True
2131,2132,Gul Mohammad Third-Timer,3661,64,3,"Courtyard, Narrator's house in Gul Mohammad Third-Timer",3591.0,Mohammad,Gul Mohammad,59.0,Single,Muslim,Self-identified,,"Courtyard, Narrator's house",Sikh,Nominal,CREATED,Tarlahi village,Pakistan,Delhi,British India,5924,4891,3152,3108,Mohammad Gul Mohammad,64.03,India,Pakistan,Pakistan High Commission in Delhi,Tarlahi village,True,True
2132,2133,Gul Mohammad Third-Timer,3661,64,3,"Courtyard, Narrator's house in Gul Mohammad Third-Timer",3600.0,Singh,"Master Suchet Singh,",60.0,Single,Sikh,,,"Courtyard, Narrator's house",Sikh,Nominal,CREATED,Tarlahi village,Pakistan,Delhi,British India,5924,4891,3152,3108,"Singh Master Suchet Singh,",64.03,British India,Pakistan,"Government High School, Rawalpindi",Tarlahi village,True,True
2133,2134,Gul Mohammad Third-Timer,3667,64,4,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,5927.0,Ahmad,Ali,65.0,Single,Muslim,Nominal,,Pakistan High Commission in Delhi,Unaffiliated,,CREATED,Pakistan High Commission in Delhi,India,Delhi,British India,3615,3621,3152,3108,Ahmad Ali,64.04,India,India,Pakistan High Commission in Delhi,Pakistan High Commission in Delhi,False,False
2134,2135,Gul Mohammad Third-Timer,3667,64,4,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,5926.0,Mohammad,Ali,65.0,Single,Muslim,Nominal,,Pakistan High Commission in Delhi,Unaffiliated,,CREATED,Pakistan High Commission in Delhi,India,Delhi,British India,3615,3621,3152,3108,Mohammad Ali,64.04,India,India,Pakistan High Commission in Delhi,Pakistan High Commission in Delhi,False,False
2135,2136,Gul Mohammad Third-Timer,3667,64,4,Pakistan High Commission in Delhi in Gul Mohammad Third-Timer,5925.0,Mohammad,Din,65.0,Single,Muslim,Nominal,,Pakistan High Commission in Delhi,Unaffiliated,,CREATED,Pakistan High Commission in Delhi,India,Delhi,British India,3615,3621,3152,3108,Mohammad Din,64.04,India,India,Pakistan High Commission in Delhi,Pakistan High Commission in Delhi,False,False
2136,2137,Toba Tek Singh,3680,1,2,Lahore Lunatic Asylum in Toba Tek Singh,5335.0,Hindostoras,Unknown,1.0,Group,Hindu,Definitional,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Hindostoras Unknown,1.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2137,2138,Toba Tek Singh,3690,3,1,Lahore Lunatic Asylum in Toba Tek Singh,3302.0,Jinnah,"Muhammad Ali, Quaid-e-Azam",1.0,Single,Muslim,Nominal,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,"Jinnah Muhammad Ali, Quaid-e-Azam",3.01,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2138,2139,Toba Tek Singh,3696,3,2,Lahore Lunatic Asylum in Toba Tek Singh,3550.0,Singh,Master Tara,3.0,Single,Sikh,Other-identified.Narrator other-attributed,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Singh Master Tara,3.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2139,2140,Toba Tek Singh,3699,3,3,Lahore Lunatic Asylum in Toba Tek Singh,5723.0,Unknown,Hindu Lawyer's Lover,3.0,Single,Hindu,Speculation,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Unknown Hindu Lawyer's Lover,3.03,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2140,2141,Mozail,3766,59,1,Deolali in Mozail,3669.0,Singh,Naranjan Singh,59.0,Single,Sikh,,,Deolali,Hindu,,CREATED,Deolali,India,Ludhiana,British India,3731,3732,3156,3157,Singh Naranjan Singh,59.01,India,India,Deolali,Bombay,False,False
2141,2142,Mozail,3806,65,2,Bombay in Mozail,3670.0,Mozail,Mozail,60.0,Single,Jewish,,,Bombay,,,CREATED,Bombay,India,Ludhiana,British India,3774,3451,3156,3157,Mozail Mozail,65.02,India,India,Advani Chambers,Advani Chambers,False,False
2142,2143,Toba Tek Singh,3818,4,3,Lahore Lunatic Asylum in Toba Tek Singh,3356.0,Singh,Bishen,4.0,Single,Sikh,Other-identified.Narrator other-attributed,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Singh Bishen,4.03,Pakistan,India,Lahore Mental Health Hospital,Wagah Border,False,True
2143,2144,Toba Tek Singh,3819,4,4,Lahore Lunatic Asylum in Toba Tek Singh,3356.0,Singh,Bishen,4.0,Single,Sikh,Other-identified.Narrator other-attributed,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Singh Bishen,4.04,Pakistan,India,Lahore Mental Health Hospital,Wagah Border,False,True
2144,2145,Toba Tek Singh,3825,5,2,Lahore Lunatic Asylum in Toba Tek Singh,3554.0,Singh,Balbir,6.0,Single,Sikh,Nominal,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Singh Balbir,5.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2145,2146,Toba Tek Singh,3825,5,2,Lahore Lunatic Asylum in Toba Tek Singh,5726.0,Singh,Vadhawa,6.0,Single,Sikh,Nominal,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Singh Vadhawa,5.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2146,2147,Toba Tek Singh,3825,5,2,Lahore Lunatic Asylum in Toba Tek Singh,3343.0,Kaur,Roop,4.0,Single,Sikh,Nominal,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Kaur Roop,5.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2147,2148,Toba Tek Singh,3825,5,2,Lahore Lunatic Asylum in Toba Tek Singh,3559.0,Kaur,Amrit,6.0,Single,Sikh,Nominal,,Lahore Lunatic Asylum,Muslim,,MAYBE,Lahore Mental Health Hospital,Pakistan,Ludhiana,British India,3679,6843,3156,3157,Kaur Amrit,5.02,Pakistan,Pakistan,Lahore Mental Health Hospital,Lahore Mental Health Hospital,False,False
2148,2149,The Last Salute,3828,30,2,Titwal Sector in The Last Salute,3718.0,Nawaz,Subedar Rab,28.0,Single,Muslim,Nominal,,Titwal Sector,,,TRUE,Titwal,India,Ludhiana,British India,3826,3470,3156,3157,Nawaz Subedar Rab,30.02,India,India,Titwal,Titwal,False,False
2149,2150,The Last Salute,3828,30,2,Titwal Sector in The Last Salute,3719.0,Aslam,Major,1.0,Single,Muslim,Nominal,,Titwal Sector,,,TRUE,Titwal,India,Ludhiana,British India,3826,3470,3156,3157,Aslam Major,30.02,India,India,Titwal,Titwal,False,False
2150,2151,The Woman in the Red Raincoat,3873,36,1,Punjab in The Woman in the Red Raincoat,6801.0,Hindu Rioters,Unnamed,36.0,Mob,Hindu,Definitional,,Punjab,,,TRUE,Punjab - India,India,Ludhiana,British India,3882,3448,3156,3157,Hindu Rioters Unnamed,36.01,India,India,Punjab - India,Punjab - India,False,False
