fid,author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"2008","Sahni, Bhisham",Tamas,"1287","100","101","2",Just then they heard the far off sound of a beating drum,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"660",Muslim Leaue members from Harnam's village,Ashraf and Latif,NA,"101",Male,Group,Muslim,Definitional,NA,NA,NA,NA,NA,Mentioned,"Muslim Leaue members from Harnam's village, Ashraf and Latif in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"2009","Sahni, Bhisham",Tamas,"1291","103","104","1","Walls are good for hiding people, but there were no walls here",Muridpur in Tamas,NA,NA,NA,NA,NA,NA,NA,"662",Harnam Singh's daughter,Jasbir,NA,"103",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Mentioned,"Harnam Singh's daughter, Jasbir in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"2010","Sahni, Bhisham",Tamas,"1291","103","104","1","Walls are good for hiding people, but there were no walls here",Muridpur in Tamas,NA,NA,NA,NA,NA,NA,NA,"657",Singh,Iqbal,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Mentioned,"Singh, Iqbal in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"2011","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"96",Ali,Ehsan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Ali, Ehsan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2012","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"91",Ali,Ramzan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Ali, Ramzan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2013","Sahni, Bhisham",Tamas,"1297","117","117","2",Darkness fell again in the crawl space.,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"659",Khan,Karim,NA,"60",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Khan, Karim in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2014","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"91",Ali,Ramzan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Ali, Ramzan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2015","Sahni, Bhisham",Tamas,"1303","118","119","1",But then the same drama occurred that had taken place in the morning,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"662",Harnam Singh's daughter,Jasbir,NA,"103",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Mentioned,"Harnam Singh's daughter, Jasbir in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"2016","Sahni, Bhisham",Tamas,"1318","123","123","1",The conversion ceremony began at the home of,"Home of Imam Deen the oilman, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"866",Imam Deen the oilman,Unknown,NA,"123",Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Mentioned,"Imam Deen the oilman, Unknown in Tamas","Home of Imam Deen the oilman, Muridpur",Private,Muslim,Definitional,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1320","1527","32","33"
"2017","Singh, Kushwant",Train to Pakistan,"1387","42","42","3","One morning, a train from Pakistan halted at Mano Majra",Mano Majra Railway Station in Train to Pakistan,NA,NA,Neither,NA,NA,NA,NA,"693",Unit of Sikh soldiers,Unknown,NA,"42",Male,Group.Male-dominant,Sikh,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,"Unit of Sikh soldiers, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"2018","Hosain, Attia",Sunlight on a Broken Column,"1395","166","166","1",I did not see Nita before she was,Hostel in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"431",Chatterjee,Nita,NA,"123",Female,Single,Hindu,Nominal,NA,NA,NA,NA,NA,Mentioned,"Chatterjee, Nita in Sunlight on a Broken Column",Hostel,Public,Unaffiliated,NA,CREATED,NA,Hostel,NA,India,NA,NA,Lucknow,Female,India,"1913","1396","3075","21","5819"
"2019","Hosain, Attia",Sunlight on a Broken Column,"1395","166","166","1",I did not see Nita before she was,Hostel in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"433",Waheed,Nadira,NA,"125",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Waheed, Nadira in Sunlight on a Broken Column",Hostel,Public,Unaffiliated,NA,CREATED,NA,Hostel,NA,India,NA,NA,Lucknow,Female,India,"1913","1396","3075","21","5819"
"2020","Hosain, Attia",Sunlight on a Broken Column,"1398","167","167","1",The problems created by the students had not,Hasanpur in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"325",Agarwal,Sita,NA,"16",Female,Single,Hindu,Speculation,NA,NA,NA,NA,India,Mentioned,"Agarwal, Sita in Sunlight on a Broken Column",Hasanpur,Geographical reference,NA,NA,CREATED,NA,Hasanpur,NA,India,NA,NA,Lucknow,Female,India,"1913","2147","1453","21","5819"
"2021","Hosain, Attia",Sunlight on a Broken Column,"1398","167","167","1",The problems created by the students had not,Hasanpur in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"426",Students,Unknown,NA,"157",Unknown,Group,Unknown,NA,NA,NA,NA,NA,NA,Mentioned,"Students, Unknown in Sunlight on a Broken Column",Hasanpur,Geographical reference,NA,NA,CREATED,NA,Hasanpur,NA,India,NA,NA,Lucknow,Female,India,"1913","2147","1453","21","5819"
"2022","Hosain, Attia",Sunlight on a Broken Column,"1398","167","167","1",The problems created by the students had not,Hasanpur in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"1399",Government,Unknown,NA,"167",Unknown,Group,Unaffiliated,NA,NA,NA,NA,NA,NA,Mentioned,"Government, Unknown in Sunlight on a Broken Column",Hasanpur,Geographical reference,NA,NA,CREATED,NA,Hasanpur,NA,India,NA,NA,Lucknow,Female,India,"1913","2147","1453","21","5819"
"2023","Hosain, Attia",Sunlight on a Broken Column,"1413","180","180","1","Saleem stamped up the stairs into the room,","Home of Imam Deen the oilman, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,NA,"416",Hasan,Saira,NA,"86",Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Mentioned,"Hasan, Saira in Sunlight on a Broken Column","Home of Imam Deen the oilman, Muridpur",Private,Muslim,Definitional,CREATED,NA,Muridpur,NA,India,NA,NA,Lucknow,Female,India,"1913","1320","1527","21","5819"
"2024","Hosain, Attia",Sunlight on a Broken Column,"1930","273","274","1",Tears welled up in his sunken eye,Ashiana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"920",Husain,Ameer,NA,"165",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Mentioned,"Husain, Ameer in Sunlight on a Broken Column",Ashiana,Public,NA,NA,CREATED,NA,Lucknow University,NA,India,NA,NA,Lucknow,Female,India,"1913","1915","22","21","5819"
"2025","Hosain, Attia",Sunlight on a Broken Column,"1930","273","274","1",Tears welled up in his sunken eye,Ashiana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"310",Hasan,Syed Mohammad,NA,"14",Male,Single,Muslim,NA,NA,NA,NA,NA,NA,Mentioned,"Hasan, Syed Mohammad in Sunlight on a Broken Column",Ashiana,Public,NA,NA,CREATED,NA,Lucknow University,NA,India,NA,NA,Lucknow,Female,India,"1913","1915","22","21","5819"
"2026","Hosain, Attia",Sunlight on a Broken Column,"1931","276","276","276",For Kemal's marriage had been,Ashiana in Sunlight on a Broken Column,NA,NA,NA,NA,NA,NA,NA,"416",Hasan,Saira,NA,"86",Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Mentioned,"Hasan, Saira in Sunlight on a Broken Column",Ashiana,Public,NA,NA,CREATED,NA,Lucknow University,NA,India,NA,NA,Lucknow,Female,India,"1913","1915","22","21","5819"
"2027","Pritam, Amrita",Pinjar,"1953","60","60","1",Hamida told Rashida all she had done,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,"297",Shaikh,Rashida,NA,"4",Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,"Shaikh, Rashida in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"2028","Pritam, Amrita",Pinjar,"1953","60","60","1",Hamida told Rashida all she had done,Rashida's home in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Rashida's home,Private,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"334","3114","35","36"
"2029","Pritam, Amrita",Pinjar,"1954","60","60","2",She had left her home with her brother,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,Gender|Religion,"282",Chand,Ram,NA,"2",Male,Single,Hindu,Other-identified.Narrator other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Chand, Ram in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2030","Pritam, Amrita",Pinjar,"1954","60","60","2",She had left her home with her brother,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,Gender|Religion,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2031","Pritam, Amrita",Pinjar,"1955","61","61","1",Rashida and his wife made a plan.,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2032","Pritam, Amrita",Pinjar,"1955","61","61","1",Rashida and his wife made a plan.,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"297",Shaikh,Rashida,NA,"4",Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,"Shaikh, Rashida in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2033","Pritam, Amrita",Pinjar,"1955","61","61","1",Rashida and his wife made a plan.,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"595",Lajo's Mother-in-Law,Old Woman,NA,"61",Female,Single,Muslim,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,"Lajo's Mother-in-Law, Old Woman in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2034","Pritam, Amrita",Pinjar,"1956","61","61","2",Hamida would boldly enter their courtyards,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2035","Pritam, Amrita",Pinjar,"1957","61","61","3",She peered into the rooms,Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2036","Pritam, Amrita",Pinjar,"1982","62","62","2",Hamida pressed one of her fingers,Lajo's House in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2037","Pritam, Amrita",Pinjar,"1982","62","62","2",Hamida pressed one of her fingers,Lajo's House in Pinjar,NA,NA,NA,NA,NA,NA,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2038","Pritam, Amrita",Pinjar,"1986","62","62","3",Hamida quickly grabbed her arm,Lajo's House in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2039","Pritam, Amrita",Pinjar,"1986","62","62","3",Hamida quickly grabbed her arm,Lajo's House in Pinjar,NA,NA,NA,NA,NA,NA,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2040","Pritam, Amrita",Pinjar,"1997","64","64","1",Hamida clasped the girl to her bosom,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Interpersonal,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2041","Pritam, Amrita",Pinjar,"1997","64","64","1",Hamida clasped the girl to her bosom,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Interpersonal,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2042","Pritam, Amrita",Pinjar,"2008","67","67","1",Lajo did not turn up her nose at him as she had done in the past.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Gender|Interpersonal,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2043","Pritam, Amrita",Pinjar,"2008","67","67","1",Lajo did not turn up her nose at him as she had done in the past.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Gender|Interpersonal,NA,"596",Lajo's Abductor,Son,NA,"64",Female,Single,Hindu,Definitional,NA,NA,NA,NA,NA,Mentioned,"Lajo's Abductor, Son in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2044","Pritam, Amrita",Pinjar,"2027","68","68","1",Lajo spoke like the mistress of the house.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Gender|Interpersonal,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2045","Pritam, Amrita",Pinjar,"2027","68","68","1",Lajo spoke like the mistress of the house.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Gender|Interpersonal,NA,"595",Lajo's Mother-in-Law,Old Woman,NA,"61",Female,Single,Muslim,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,"Lajo's Mother-in-Law, Old Woman in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2046","Pritam, Amrita",Pinjar,"2032","68","68","2",Then liquor and sex took their toll.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Religion|Interpersonal|Gender,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2047","Pritam, Amrita",Pinjar,"2032","68","68","2",Then liquor and sex took their toll.,Lajo's House in Pinjar,NA,NA,NA,NA,NA,Religion|Interpersonal|Gender,NA,"596",Lajo's Abductor,Son,NA,"64",Female,Single,Hindu,Definitional,NA,NA,NA,NA,NA,Mentioned,"Lajo's Abductor, Son in Pinjar",Lajo's House,Private,Muslim,Self-identified,CREATED,NA,Rattoval Village,TRUE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2754","281","35","36"
"2048","Pritam, Amrita",Pinjar,"2057","69","69","1",A figure draped in a grey sheet emerged,Well in Pinjar,NA,NA,NA,NA,NA,NA,NA,"580",Sahukars,Lajo,NA,"58",Female,Single,Hindu,Other-identified.Character other-attributed,NA,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Lajo in Pinjar",Well,Public,Muslim,NA,CREATED,NA,Sakar Village: Well,FALSE,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"397","3116","35","36"
"2049","Pritam, Amrita",Pinjar,"2060","69","69","3",remembered that when he had abducted Pooro,Field in Pinjar,NA,NA,NA,NA,NA,NA,Gender|Religion,"297",Shaikh,Rashida,NA,"4",Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Mentioned,"Shaikh, Rashida in Pinjar",Field,Public,Unknown,NA,CREATED,NA,Chatto Village: Field,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"2824","3110","35","36"
"2050","Pritam, Amrita",Pinjar,"2062","70","70","1","exclaimed Hamida, clasping her hands",Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"248",Sahukars,Pooro,NA,"1",Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Mentioned,"Sahukars, Pooro in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2051","Pritam, Amrita",Pinjar,"2062","70","70","1","exclaimed Hamida, clasping her hands",Rattoval in Pinjar,NA,NA,NA,NA,NA,NA,NA,"595",Lajo's Mother-in-Law,Old Woman,NA,"61",Female,Single,Muslim,Definitional,NA,NA,NA,NA,Pakistan,Mentioned,"Lajo's Mother-in-Law, Old Woman in Pinjar",Rattoval,Geographical reference,Unknown,Speculation,CREATED,NA,Rattoval Village,NA,Pakistan,NA,NA,Mandi Bahauddin,Female,Pakistan,31 Aug  1919,"559","281","35","36"
"2052","Hosain, Attia",Sunlight on a Broken Column,"2179","64","65","2",I saw her when she sang and danced at the wedding,"Lucknow, India in Sunlight on a Broken Column",NA,NA,NA,NA,NA,NA,Gender,"2184",Raja of Amripur's grandson,Unknown,NA,"65",Male,Single,Hindu,NA,NA,NA,NA,NA,NA,Mentioned,"Raja of Amripur's grandson, Unknown in Sunlight on a Broken Column","Lucknow, India",Geographical reference,Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,NA,India,NA,NA,Lucknow,Female,India,"1913","370","22","21","5819"
"2053","Sahni, Bhisham",Tamas,"2427","125","125","3",There were numerous bodies scattered about the town,Sayedpur in Tamas,NA,NA,NA,NA,NA,NA,Religion,"1247",Oilman,Rahim,NA,"108",Male,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Mentioned,"Oilman, Rahim in Tamas",Sayedpur,Public,Sikh|Muslim,NA,CREATED,NA,Saidpur Village,NA,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"2423","3064","32","33"
